EMUL_OIL_L_TEMP_PV_VAL0,STAND_OIL_L_TEMP_PV_REAL_VAL0,GEAR_OIL_L_TEMP_PV_REAL_VAL0,EMUL_OIL_L_PR_VAL0,QUENCH_CW_FLOW_EXIT_VAL0,CAST_WHEEL_RPM_VAL0,BAR_TEMP_VAL0,QUENCH_CW_FLOW_ENTRY_VAL0,GEAR_OIL_L_PR_VAL0,STANDS_OIL_L_PR_VAL0,TUNDISH_TEMP_VAL0,RM_MOTOR_COOL_WATER__VAL0,ROLL_MILL_AMPS_VAL0,RM_COOL_WATER_FLOW_VAL0,EMULSION_LEVEL_ANALO_VAL0,   UTS,Elongation,Conductivity,%SI,%FE,%TI,%V,%AL,Furnace_Temperature
59.98901367,47.53683472,55.88648987,2.366817474,4.829060507,1.853430152,586.9528809,200.5250456,2.051750183,1.92155838,693.3354492,1.246637344,401.4257813,204.43573,1149.248291,11.4,8,60.9,0.12,0.18,0.002,0.004,99.668,733.3720703
59.9637146,47.45706177,55.67222595,2.333414078,4.848801579,1.845977783,584.3647461,199.8124596,2.063564301,1.915933609,700.0339355,1.298542023,489.597168,204.0445557,1155.87085,11,12.4,60.9,0.12,0.18,0.002,0.004,99.668,737.0578613
60.39254761,47.17575073,55.50244141,2.307188034,4.878174769,1.858062744,589.8591309,199.6517336,2.063299179,1.911172867,701.8466797,1.287181854,430.1855469,204.15271,1158.983643,12.3,8,60.9,0.12,0.18,0.002,0.004,99.668,740.989502
60.28848267,46.76829529,55.34864807,2.351978302,4.884437235,1.851013184,599.5513916,200.1649379,2.065975189,1.906993866,687.8425293,1.234653473,440.1757813,203.9993286,1161.505127,12,8,60.8,0.12,0.18,0.002,0.004,99.668,737.753418
60.44587708,45.96939087,55.08943176,2.3800354,4.914509787,1.854638696,599.6148682,200.3826301,2.072330475,1.906366348,704.3671875,1.287418365,422.4658203,204.1427002,1164.557373,12.2,6.4,60.8,0.12,0.18,0.002,0.004,99.668,738.8447266
60.1555481,45.42980957,54.87353516,2.346324921,4.912920328,1.859674096,557.6341553,201.040793,2.075344086,1.907478333,700.6296387,1.263643265,504.2797852,204.2510376,1164.106689,12.3,7.2,60.9,0.12,0.18,0.002,0.004,99.668,740.029541
59.79936218,43.45419312,54.70880127,2.347585678,4.951258063,1.852020264,551.2496338,201.22339,2.081319809,1.914232254,720.2172852,1.329610825,531.9799805,204.4017944,1168.559082,11.1,12,61,0.11,0.16,0.001,0.002,99.702,738.0991211
59.62930298,43.18289185,54.62620544,2.36438942,4.942293518,1.859271288,548.9903564,200.3877164,2.088417053,1.911458969,733.2602539,1.264333725,537.8076172,204.2689209,1169.618896,11.3,11.2,61,0.11,0.16,0.001,0.002,99.702,740.046875
58.38812256,45.52619934,56.28222656,2.289323807,4.936984728,1.990997314,577.7980957,196.7388287,2.03944397,1.899093628,724.2741699,1.268758774,461.2158203,204.3939209,1171.140137,10.9,17.1,61,0.11,0.16,0.001,0.002,99.702,762.1369629
57.42333984,45.05679321,56.25196838,2.312274933,4.937715878,1.984350562,577.4854736,196.6818625,2.043413162,1.894752502,734.9882813,1.264987946,422.0874023,204.2576294,1171.735352,11,15.8,61,0.11,0.16,0.001,0.002,99.702,767.9995117
56.41944885,44.86741638,56.32946777,2.336185455,4.958855674,1.966021776,567.2554932,197.0597721,2.039016724,1.892692566,748.0891113,1.241046906,464.1674805,204.3076782,1172.265625,11,15.3,61,0.11,0.16,0.001,0.002,99.702,774.8808594
55.79788208,45.50280762,56.57929993,2.306943893,4.960953759,1.732580543,533.1126709,196.5511454,2.033132553,1.891700745,714.3620605,1.180673599,535.6884766,204.5162354,1173.30542,11,13,61,0.11,0.16,0.001,0.002,99.702,782.8427734
59.66447449,49.79194641,58.53887939,2.302921295,5.084295726,1.991601586,566.8098145,195.8589045,1.982500076,1.883962631,707.5146484,1.251192093,453.8745117,203.5059814,1187.146973,11.4,13.1,61,0.11,0.16,0.001,0.002,99.702,608.1008301
59.7348175,49.64207458,58.30108643,2.31619072,5.1119523,1.955950975,579.7979736,196.2556333,1.977588654,1.882055283,691.6994629,1.279588699,452.8149414,203.6433716,1189.616699,11.4,12.7,61,0.11,0.16,0.001,0.002,99.702,661.4116211
59.73721313,49.73815918,58.24206543,2.308776855,5.11808761,1.949908495,590.4156494,196.5323263,1.984060287,1.88404274,698.6091309,1.219839096,368.8818359,203.6878052,1191.593506,11.4,12.1,61,0.11,0.16,0.001,0.002,99.702,794.6665039
59.71739197,49.65403748,58.17826843,2.327907562,5.126607106,1.962597609,560.8464355,196.836485,1.987501144,1.882387161,704.0031738,1.254310608,448.1982422,203.7086182,1192.224365,12.9,6.9,61,0.11,0.16,0.001,0.002,99.702,832.2685547
59.7467804,49.71173096,58.0735321,2.339269638,5.124350075,1.964410424,552.9312744,196.7744325,1.994068146,1.879039764,711.4428711,1.250289917,499.2089844,203.5747681,1194.27002,12.3,8.5,61,0.11,0.16,0.001,0.002,99.702,856.2426758
59.79914856,49.7354126,58.02236938,2.309143066,5.122538093,1.986364722,556.0895996,197.4900703,1.996807098,1.882266998,707.6765137,1.233972549,485.2075195,203.6053467,1195.387939,12.6,7.2,61,0.11,0.16,0.001,0.002,99.702,872.4997559
59.858078,49.76498413,57.96548462,2.340764999,5.139227405,1.981127977,559.8579102,197.0068749,1.993175507,1.880233765,690.1118164,1.249797821,438.9648438,203.6519775,1195.743896,12.3,8.9,61,0.11,0.16,0.001,0.002,99.702,873.2539063
59.85494995,49.70906067,57.83125305,2.315235138,5.134713344,1.637310743,509.0023804,196.9519433,1.993021011,1.881828308,695.184082,1.243551254,558.1665039,203.4718018,1196.753418,12.7,9.5,61,0.11,0.16,0.001,0.002,99.702,842.3044434
59.92251587,49.71195984,57.50549316,2.353948593,5.176706833,1.993011475,561.0472412,197.3390081,2.004055023,1.885530472,704.9545898,1.25308609,412.1728516,203.7719727,1201.598389,12.5,8.2,61,0.11,0.16,0.001,0.002,99.702,742.2839355
59.91178894,49.68260193,57.52815247,2.29718399,5.158396273,1.97468257,591.0111084,196.4097472,2.010051727,1.882415771,698.0703125,1.262449265,407.8588867,203.5594482,1202.387939,11.6,12.1,61,0.11,0.16,0.001,0.002,99.702,757.9338379
59.64962769,49.25219727,56.98834229,2.312040329,5.199022828,1.990393043,594.6835938,199.7946577,2.02041626,1.890510559,696.0634766,1.218673706,405.1342773,203.7731323,1206.476563,11.5,11.2,61,0.11,0.16,0.001,0.002,99.702,749.7746582
59.71966553,49.21908569,56.93275452,2.306800842,5.204681299,1.993817091,595.3509521,200.167481,2.020090103,1.89286232,705.5493164,1.278938293,369.7143555,203.6519775,1207.597168,11.7,10.1,61,0.11,0.16,0.001,0.002,99.702,759.2099609
59.70924377,48.84284973,56.58557129,2.316389084,5.220607672,1.975891113,598.1192627,200.4980884,2.035850525,1.90606308,699.3637695,1.240995407,350.0366211,204.1404419,1178.237061,11.9,12.8,60.9,0.11,0.16,0.001,0.002,99.702,750.6894531
59.74702454,48.69685364,56.37744141,2.307430267,5.255067128,1.988983154,596.333252,199.5876466,2.041959763,1.906181335,704.2993164,1.269428253,343.6035156,203.6126709,1179.282471,11.9,11.3,60.9,0.11,0.16,0.001,0.002,99.702,750.0349121
59.6652832,46.71659851,54.81787109,2.41453743,2.12803039,2.701794386,199.9077759,106.4799751,2.083389282,1.941446304,147.137085,1.259895325,33.90625,203.9281006,1127.807861,10.5,12.4,61.1,0.11,0.17,0.001,0.002,99.692,875.5952148
60.18911743,47.70048523,55.48171997,2.470277786,2.164524353,1.983142138,599.4125977,105.9021753,2.067399979,1.943611145,717.4255371,1.259216309,291.6845703,205.8318481,1128.631104,10.5,12,61.2,0.1,0.18,0.001,0.002,99.692,796.152832
60.21551514,47.73042297,55.45658875,2.449825287,2.238529533,1.987170458,599.7648926,107.0379386,2.059724808,1.93993187,706.0546875,1.304605484,289.9438477,205.4437866,1133.21167,10.5,12,61.2,0.1,0.18,0.001,0.002,99.692,761.3339844
60.29618835,47.87156677,55.62237549,2.428508759,2.27066838,1.998852491,599.8084717,109.4503549,2.061067581,1.940544128,694.7104492,1.237035751,298.1176758,205.5036621,1131.741699,10.4,15.6,61.3,0.1,0.18,0.001,0.002,99.692,732.7316895
60.28652954,47.86094666,55.56311035,2.459211349,2.319846221,1.996032715,599.9570313,110.0993625,2.060031891,1.943174362,712.5395508,1.24329567,292.0629883,205.5560303,1139.385254,10.3,13.6,61.3,0.1,0.18,0.001,0.002,99.692,750.7961426
60.30079651,47.81686401,55.59832764,2.424835205,2.324741752,1.989990234,576.5935059,110.4253922,2.063777924,1.94524765,702.611084,1.260652542,333.6132813,205.7883301,1132.881836,9.9,16.8,61.3,0.1,0.18,0.001,0.002,99.692,744.8681641
60.31364441,47.80914307,55.45433044,2.481533051,2.444555121,1.983343482,593.5185547,113.8067423,2.070468903,1.947086334,696.7858887,1.243505478,333.6889648,206.0869141,1132.706787,10.3,17.6,61.3,0.1,0.18,0.001,0.002,99.692,734.6091309
60.36346436,47.70535278,55.48768616,2.471693039,2.45110369,1.986566186,589.1705322,113.9023641,2.068021774,1.944925308,704.7895508,1.306182861,335.9594727,205.8972168,1139.853027,10.1,17.2,61.2,0.1,0.18,0.001,0.002,99.692,741.1706543
60.26522827,47.56280518,55.50798035,2.462919235,2.52812884,2.003887892,584.1075439,116.8763042,2.069461823,1.944461823,724.059082,1.294742584,357.2265625,206.0274048,1134.202148,10,16,61.2,0.1,0.18,0.001,0.002,99.692,759.8149414
60.24230957,47.45802307,55.32254028,2.458850861,2.554958897,1.989385962,582.5477295,116.5741799,2.071311951,1.949460983,724.0825195,1.266317368,363.7353516,206.090271,1136.255615,10.4,14,61.2,0.1,0.18,0.001,0.002,99.692,755.2910156
60.42518616,47.20353699,55.37037659,2.435760498,2.602165809,1.973071337,592.6352539,118.8268874,2.066734314,1.943422318,699.9758301,1.2539711,306.8212891,205.7908936,1140.011963,10.2,16,61.2,0.1,0.18,0.001,0.002,99.692,743.6904297
59.97000122,47.21107483,55.37446594,2.459913254,3.032622914,1.984149218,584.7709961,132.2175017,2.0679245,1.939832687,718.651123,1.258256912,334.9755859,205.5388184,1140.820801,10.4,14.8,61.3,0.1,0.18,0.001,0.002,99.692,751.5285645
59.89854431,48.02133179,55.69425964,2.486764908,3.049661907,1.604882836,513.0963135,132.3222788,2.062286377,1.934804916,694.4858398,1.294458389,447.5927734,205.4031982,1137.773682,11.8,10.4,61.3,0.1,0.18,0.001,0.002,99.692,736.3962402
59.90232849,48.10545349,56.10116577,2.45759964,3.04842213,1.999456763,599.512207,132.0374478,2.05201149,1.936822891,693.5153809,1.251720428,291.003418,205.4105225,1136.92334,11.4,10,61.4,0.1,0.18,0.001,0.002,99.692,736.4335938
60.45440674,48.15098572,56.0745697,2.446922302,3.101001411,1.997845411,584.1856689,134.0287212,2.048751831,1.933895111,700.1484375,1.276380539,328.7695313,205.3745117,1141.944824,10.4,14,61.4,0.1,0.18,0.001,0.002,99.692,741.3205566
60.37619019,48.00485229,56.02514648,2.47901535,3.065047864,2.011743069,588.5063477,134.1345156,2.050388336,1.938594818,717.2319336,1.262512207,354.8803711,205.4029541,1138.383545,11.6,11.6,61.3,0.1,0.18,0.001,0.002,99.692,737.9370117
60.29327393,48.08560181,56.05090332,2.488595963,3.063490195,2.003485203,586.1544189,132.556247,2.044467926,1.933303833,694.1069336,1.225646973,334.9755859,205.3693237,1140.91626,11.8,8.8,61.3,0.1,0.18,0.001,0.002,99.692,738.3720703
60.20854187,48.15846252,56.14625549,2.475114822,1.775774635,2.004693508,587.454834,106.1564886,2.045654297,1.937295914,707.4226074,1.253358841,348.4472656,205.7889404,1141.414795,11.8,8.4,61.2,0.1,0.18,0.001,0.002,99.692,743.3034668
60.24319458,48.22024536,56.13885498,2.484260559,1.769353223,2.005297899,586.138916,106.7088571,2.049381256,1.931985855,697.3322754,1.239515305,314.1625977,205.8041382,1140.536865,11.4,11.6,61.2,0.1,0.18,0.001,0.002,99.692,745.5012207
59.72537231,48.24105835,56.17565918,2.470493317,1.801333125,2.010534763,595.519043,106.3390856,2.040517807,1.928304672,697.1958008,1.27637291,330.9643555,205.7607422,1141.57959,11.4,12.4,61.2,0.11,0.18,0.002,0.005,99.678,751.965332
60.00234985,48.29219055,56.23452759,2.467855453,1.77215067,1.997241259,589.8408203,107.0999911,2.037288666,1.928689957,689.9931641,1.279758453,348.371582,205.7344971,1145.60791,11.6,8.8,61.3,0.11,0.18,0.002,0.005,99.678,737.4006348
59.97801208,48.37336731,56.34043884,2.465499878,1.779239654,2.005499363,597.9304199,106.957067,2.037153244,1.925754547,700.6242676,1.234388351,283.2836914,205.7441406,1146.230957,11.7,9.6,61.3,0.11,0.18,0.002,0.005,99.678,738.7255859
60.33296204,48.45828247,56.41679382,2.456668854,1.791859953,2.001471043,599.4868164,107.1945956,2.035352707,1.921653748,690.3955078,1.25188446,291.003418,205.6818237,1143.571533,10.4,15.2,61,0.11,0.18,0.002,0.005,99.678,751.6809082
60.16856384,48.5124054,56.41595459,2.500219345,1.786137903,1.995831251,599.6531982,107.4662022,2.03768158,1.921438217,708.5178223,1.254388809,318.0224609,205.8079224,1141.849609,10.5,16,61,0.11,0.18,0.002,0.005,99.678,737.8881836
60.06114197,48.48313904,56.46751404,2.472286224,1.795102448,1.996234179,599.8918457,107.503332,2.028512955,1.916793823,720.0292969,1.287530899,294.8632813,205.7797852,1142.974121,10.8,11.6,61.2,0.11,0.18,0.002,0.005,99.678,725.5454102
59.58702087,48.61782837,56.51777649,2.513051987,1.842754409,2.005902052,592.7596436,108.948849,2.036991119,1.912452698,691.3913574,1.233062744,275.4882813,205.6483154,1146.69165,10.6,12.4,61.2,0.11,0.18,0.002,0.005,99.678,742.5432129
59.54434204,48.67366028,56.49542236,2.487691879,1.852704418,2.002880812,593.5394287,109.529192,2.032857895,1.913784027,700.2543945,1.261468887,321.2768555,205.6570435,1146.725098,10.8,12,61.3,0.11,0.18,0.002,0.005,99.678,740.8684082
59.561203,48.67070007,56.51852417,2.482727051,1.892790557,2.008721828,597.6256104,110.3760554,2.036418915,1.911470413,689.9960938,1.25422287,280.2563477,205.7243042,1147.590576,10.9,12.4,61.3,0.11,0.18,0.002,0.005,99.678,731.1804199
59.6209259,48.73904419,56.52128601,2.486310959,1.905887694,2.004089355,599.1052246,111.3251528,2.029863358,1.915552139,698.5720215,1.261329651,333.0834961,205.7227783,1145.716064,10.9,12.8,61.2,0.11,0.18,0.002,0.005,99.678,739.4592285
59.81608582,48.78779602,56.3853302,2.500143051,1.965555959,2.006909132,589.828125,111.5097842,2.033145905,1.917020798,691.543457,1.249961853,319.2333984,205.7912598,1148.709473,11.7,10,61.2,0.11,0.18,0.002,0.005,99.678,725.1867676
59.86297607,48.7872467,56.35577393,2.487920761,2.001191615,1.990393043,579.6500244,112.2172839,2.039751053,1.914442062,698.3256836,1.234144211,338.7597656,205.9210815,1148.443604,11.7,8,61.3,0.11,0.18,0.002,0.005,99.678,713.2041016
59.82867432,48.83203125,56.30763245,2.49489975,2.014288752,2.008923292,576.7947998,114.6719162,2.042671204,1.914169312,698.4382324,1.257249832,331.0400391,205.9285278,1145.54248,11.7,10,61.3,0.11,0.18,0.002,0.005,99.678,700.1020508
59.98129272,48.7784729,56.14041138,2.517774582,2.086577316,1.991198778,568.7799072,114.6174932,2.043046951,1.913221359,693.0227051,1.260335922,389.2407227,205.8613281,1151.141846,11.5,12,61.2,0.11,0.18,0.002,0.005,99.678,679.4086914
60.02632141,48.84535217,56.16070557,2.495687485,2.138012188,1.987976074,571.9117432,116.0187596,2.041257858,1.915340424,701.5490723,1.248430252,386.6674805,205.7737427,1151.248047,10.8,12,61.2,0.11,0.18,0.002,0.005,99.678,678.1101074
60.0973053,48.73406982,55.73382568,2.481237411,2.180482515,1.973272681,577.5482178,118.8324823,2.056640625,1.916751862,707.1467285,1.281036377,362.1459961,205.7474976,1153.67627,9.8,10.8,61.3,0.1,0.18,0.001,0.002,99.692,740.3847656
60.14196777,48.70169067,55.54290771,2.501308441,2.172884904,1.986364722,571.0008545,118.8741897,2.063241959,1.917129517,695.2211914,1.283630371,362.1459961,205.7647095,1150.181641,10.2,14.8,61.3,0.1,0.18,0.001,0.002,99.692,751.3486328
60.22380066,48.70762634,55.66227722,2.499433517,2.172344488,1.976293921,569.8254395,118.8614741,2.055953979,1.92301178,696.7636719,1.256622314,392.1923828,205.7335815,1151.664063,10.2,16.8,61.3,0.1,0.18,0.001,0.002,99.692,739.1945801
60.44554138,48.5166626,55.32684326,2.49061203,2.207694041,1.97468257,567.9075928,120.3115687,2.072526932,1.925460815,705.269043,1.225103378,396.5063477,205.9509277,1156.785889,10.5,12,61.3,0.1,0.18,0.001,0.002,99.692,750.1831055
60.38172913,48.3190918,55.21362305,2.491615295,2.262148883,1.97871089,572.763916,121.0160166,2.073915482,1.926689148,709.4873047,1.232704163,344.3603516,205.7689819,1155.246338,10.3,15.6,61,0.1,0.18,0.001,0.002,99.692,754.0095215
60.3487854,48.2406311,55.16213989,2.496622086,2.252167085,1.981329322,571.3374023,121.4417371,2.07252121,1.928712845,715.0270996,1.240617752,375.769043,205.7591553,1156.395508,10.1,14.4,61,0.1,0.18,0.001,0.002,99.692,753.7563477
60.33380127,48.18521118,55.00230408,2.482128143,2.277344105,1.97971797,565.1177979,121.9600277,2.073318481,1.92779541,708.3752441,1.28204155,385.456543,205.776001,1156.462402,10.4,14,61.4,0.1,0.18,0.001,0.002,99.692,744.7546387
60.30857849,47.99362183,54.92181396,2.489341736,2.269047133,1.991400123,588.8085938,121.9702002,2.080627441,1.931968689,689.6054688,1.25989151,324.9853516,205.8120728,1161.479248,11,10,61.4,0.1,0.18,0.001,0.002,99.692,726.8500977
60.27485657,47.93515015,54.86476135,2.473932266,2.275436755,1.981329322,599.480957,122.5871644,2.080812454,1.927839279,681.7062988,1.250297546,297.4365234,205.9194946,1161.558838,10.3,16,61.4,0.1,0.18,0.001,0.002,99.692,724.9760742
60.42462158,47.45137024,54.65618896,2.514312744,2.27486455,1.996032715,590.9510498,122.1950132,2.096708298,1.938980103,690.8881836,1.272928238,329.6020508,205.8703003,1164.174072,10.8,12.4,61.4,0.1,0.18,0.001,0.002,99.692,733.4543457
60.4183197,47.32008362,54.56938171,2.493467331,2.248606699,1.976092577,584.6566162,122.0286923,2.096721649,1.939098358,693.9365234,1.243047714,336.640625,205.7526245,1166.264893,10.7,14,61.4,0.1,0.18,0.001,0.002,99.692,738.5742188
60.34486389,47.15028381,54.30052185,2.509105682,2.267266939,1.975085497,578.6385498,122.965074,2.104930878,1.935504913,700.6574707,1.263643265,365.703125,205.9343872,1167.170654,10.5,14,61.4,0.1,0.18,0.001,0.002,99.692,746.2255859
